METHOD;SALT;ROUNDS;PASSWORD;HASH;CMD
sha-512;snfvSejghm;6666;WTVkHQfDr0kWtdwh82dCfAFqBNr32HcCDx9bGkUqS0dD+i2HwzsrmnxM+kwpDLahhBG/VthZ8upZfxjbCEFrQLufTZbf1hYJbgJ/M9A0ngtzxWw+sFX7DrLT3KshziSusxVNBNxWRSRzIyvHYQesUonc+Bzv2536CEaH1yv+SDvlJ8f12Vn2sct09zyqHwMoRlzdaJbb9TeuTK4WRJaMjn4bKNqaQAWt4RG2J9PhsJRGWdxad;$6$rounds=6666$snfvSejghm$2UbUdADns.UL0hmKD.NfZobae3HrN55Orapq7P2sK59TfiylizTmXQi1QTJSHIzyJNgk3hdQe6yLbPbvbx7aR.;mkpasswd WTVkHQfDr0kWtdwh82dCfAFqBNr32HcCDx9bGkUqS0dD+i2HwzsrmnxM+kwpDLahhBG/VthZ8upZfxjbCEFrQLufTZbf1hYJbgJ/M9A0ngtzxWw+sFX7DrLT3KshziSusxVNBNxWRSRzIyvHYQesUonc+Bzv2536CEaH1yv+SDvlJ8f12Vn2sct09zyqHwMoRlzdaJbb9TeuTK4WRJaMjn4bKNqaQAWt4RG2J9PhsJRGWdxad -m sha-512 -S snfvSejghm -R 6666
sha-512;6GPmCdFPqY;99999;Z38crXLqEG5IPHZ+/Ox8qyG3flO3VqIJGW9F2l0UZBNeZ+6syYU5cuUdccMtHVvVHR3WnK8oUeMOPIILYt03Bw/eanakq3KCAedbWvaLzGrughxnizLRC/aZ6ijmlWZ9M7lNMRvitYHDaIN/Nl3YuaT+hOPiQ+3Cr13H9SYEMjHS4nVaqqP1pWVzwfS9GtnPev6dkKtIBwhtFDtOIf7vNziiJym0ypiHZaQS4oDEXZ3hHfhvw;$6$rounds=99999$6GPmCdFPqY$qBUzaHur9OqeJGkPeASAb6Xf2ArbuEaIBJyFsk.GVzCqC/3XmoZ.e/s.6Hx9y0bIQa3wlu8Akm.0A964Mm3yj/;mkpasswd Z38crXLqEG5IPHZ+/Ox8qyG3flO3VqIJGW9F2l0UZBNeZ+6syYU5cuUdccMtHVvVHR3WnK8oUeMOPIILYt03Bw/eanakq3KCAedbWvaLzGrughxnizLRC/aZ6ijmlWZ9M7lNMRvitYHDaIN/Nl3YuaT+hOPiQ+3Cr13H9SYEMjHS4nVaqqP1pWVzwfS9GtnPev6dkKtIBwhtFDtOIf7vNziiJym0ypiHZaQS4oDEXZ3hHfhvw -m sha-512 -S 6GPmCdFPqY -R 99999
sha-512;XAVpVFni2jd;;dMrY/EKWuOMexmzKpUxfzwgmf4JPdQ0v53tWTqZGwtGKhP3+WGfv367KLnZF7z/x3K2+NopRW16bS9Xiseui2tzToWIAbssmF2vwrJpB4YRNy3xUipC/FkKvESyTefQFezJBlWLApaZprVxIaFH1ggQ7eOtLMN7a9TDhacLmZwTlWmqMgiE96F4Fsv1+e7/xiO/mMe6ozgFCPPbA6kpUGLUricu1sdij+BP1h0qAH89wmU19h;$6$XAVpVFni2jd$0NUhJvl21oELkouYJXAkuSGnMBaZKdO.eIRNaHiofRBly.MDywLW/GfllL6OP2d3m8f9EPAUtchtyZMpisAay.;mkpasswd dMrY/EKWuOMexmzKpUxfzwgmf4JPdQ0v53tWTqZGwtGKhP3+WGfv367KLnZF7z/x3K2+NopRW16bS9Xiseui2tzToWIAbssmF2vwrJpB4YRNy3xUipC/FkKvESyTefQFezJBlWLApaZprVxIaFH1ggQ7eOtLMN7a9TDhacLmZwTlWmqMgiE96F4Fsv1+e7/xiO/mMe6ozgFCPPbA6kpUGLUricu1sdij+BP1h0qAH89wmU19h -m sha-512 -S XAVpVFni2jd
sha-512;Gyz7N/5fzUl;1000;SVOJlpMyYejjL1ZdPYsgko7yXB6R/l6vQdYQu3fFgkDcI9cxg8ev+gfSsYbz6/7B/DuoH0+GvcsV070pR+ULZDqcp6543b48vORSKthfIWOGoyc7KO3d5qEi4AA5w6weD81IdP6ZvINxTIh8sZuV2j7S8nD7NWW1RCKQzoXhN9HQxZkO3UVyQRK+5FGSjM4kcpJPppFDXbiNFEqQRAmzdBxXOth2wZJtd0snV+/XExf4fXCjA;$6$rounds=1000$Gyz7N/5fzUl$Z/DZU1gMRv3iwVqso692uwWWqGpbgy.ddRHjSueeWfwpyG3FxSGdG.tFYQ6vR9MW8W3uIpwnnZ4ed5Jjq4Fvc0;mkpasswd SVOJlpMyYejjL1ZdPYsgko7yXB6R/l6vQdYQu3fFgkDcI9cxg8ev+gfSsYbz6/7B/DuoH0+GvcsV070pR+ULZDqcp6543b48vORSKthfIWOGoyc7KO3d5qEi4AA5w6weD81IdP6ZvINxTIh8sZuV2j7S8nD7NWW1RCKQzoXhN9HQxZkO3UVyQRK+5FGSjM4kcpJPppFDXbiNFEqQRAmzdBxXOth2wZJtd0snV+/XExf4fXCjA -m sha-512 -S Gyz7N/5fzUl -R 1000
sha-512;GPE.OqodbLb;5000;/1ffGAXSWR7dhdQTFctSpSaa8JMi6KM686qbLP48Zcl8/meKShvgVui7SZdCPdOejJRTsKCOi3GeIlYgQdGhZBSeVTmUEHyq6QSRH5GPUMU0W9Vya36MbKGqlZhJjrO8T1aX6h2QkqtmCXueAXLk7v5P//2cS1ksrAVpevcmOYEjZUlNfNOpL9C2vopC7ySiJbFWCmEnycvKSAdDdDU4Ivy3Ch4tOR2+XEE5lelmAkUac249Q;$6$rounds=5000$GPE.OqodbLb$wx/24spgFsFAsEVGkPb/DM1HGw0Ricj6I8mbjaddbOiqMjb.fcQj7e.XAu3t1PBNtwLI4w.b2pb6ZgrP778Wo/;mkpasswd /1ffGAXSWR7dhdQTFctSpSaa8JMi6KM686qbLP48Zcl8/meKShvgVui7SZdCPdOejJRTsKCOi3GeIlYgQdGhZBSeVTmUEHyq6QSRH5GPUMU0W9Vya36MbKGqlZhJjrO8T1aX6h2QkqtmCXueAXLk7v5P//2cS1ksrAVpevcmOYEjZUlNfNOpL9C2vopC7ySiJbFWCmEnycvKSAdDdDU4Ivy3Ch4tOR2+XEE5lelmAkUac249Q -m sha-512 -S GPE.OqodbLb -R 5000
sha-512;btrNqyIIiSS;6666;YiLIDSS/eQOcayDgXpCEt5+KlWKxStHXmjSqva6oncwsDbMl/r64JdHWdVrWJZ73LvJUFh1we3yVtNakdW0OUBIo3YC7I69lhayVlDHMojQ6/5Pocjd57VBA5NuOFG0xSWGY904toYzcTBCG4ZstsMhKtRsf9GePvcHD+bGBRbL7Hfbt/ZrDKle+OcLpAz2qEFRNUNaa5Z8HhL3sYSgRSr8iHj0UDJ58BlCrFKH1px30cJG+T;$6$rounds=6666$btrNqyIIiSS$JQx5FqOTGWen00.MlYUULMR1C1sPMfi8uNzvHpFpCgGYZhdg6j53ro5cUFpCCMZujFpXr5P8RMoI.bJ1kD19R0;mkpasswd YiLIDSS/eQOcayDgXpCEt5+KlWKxStHXmjSqva6oncwsDbMl/r64JdHWdVrWJZ73LvJUFh1we3yVtNakdW0OUBIo3YC7I69lhayVlDHMojQ6/5Pocjd57VBA5NuOFG0xSWGY904toYzcTBCG4ZstsMhKtRsf9GePvcHD+bGBRbL7Hfbt/ZrDKle+OcLpAz2qEFRNUNaa5Z8HhL3sYSgRSr8iHj0UDJ58BlCrFKH1px30cJG+T -m sha-512 -S btrNqyIIiSS -R 6666
sha-512;h68Ak4y57V.;99999;BmoPelTrE2Y4QpSy/v+uUBZ4QMIpo96lOqm8PdUSFTYjzjuIxOUg6hXbxMhpZLvGyQCQAr4jZlTSpTLa/vuFosjWNg4/LeohIq4bqAvmyDZ+mLBw9ajqp73qYGcXInFT44zamaB53oM/lPZ1nEHewTPmRssPuIWeDa1fnxSNqaYlIBnKXAZ5jU3Y+atj7RCrEKop6nizMJvGsa8T4x1FRb4x/D8F4NgHDO000i1K9+hgPgtgK;$6$rounds=99999$h68Ak4y57V.$INviT4bBjwM4PSLbI1IT/dQPXg1XDlsMy/xZXw6orhLZ6fUlQn8Hk7e/fZO0NXfYTkOGjtv4BZSh6azXINhbD1;mkpasswd BmoPelTrE2Y4QpSy/v+uUBZ4QMIpo96lOqm8PdUSFTYjzjuIxOUg6hXbxMhpZLvGyQCQAr4jZlTSpTLa/vuFosjWNg4/LeohIq4bqAvmyDZ+mLBw9ajqp73qYGcXInFT44zamaB53oM/lPZ1nEHewTPmRssPuIWeDa1fnxSNqaYlIBnKXAZ5jU3Y+atj7RCrEKop6nizMJvGsa8T4x1FRb4x/D8F4NgHDO000i1K9+hgPgtgK -m sha-512 -S h68Ak4y57V. -R 99999
sha-512;3pyE/nrwl1m5;;wuBjYYxi8aFaXIwRo8r/ef/iQtUNr/SRiQIodlyui+Zv5ay2UMDwftiXqDrhdnN77UZbUUnoZx8UnVcnLyzwsY2+1tiANohD0wLZ8qn5dINfippVUQ93RqeIASbqEB7HHpKMbU24xYdc6HlBuSZRUwo7VGioDF5/tpYnk24JL5yBT1mo0RdSw580FEbHxxO5nLeUZmrOm4vSFkl31JuN5Aj2xDqReMlXA8wF2bF8QNSIEGCbN;$6$3pyE/nrwl1m5$QXnbD60.r/5RWASVLAXqR.TEivRc56vY8Wur2zLXNvx8hzGRxe53XSC.VyWUJq03hcDZPAMmXBeASwCHbdwvq0;mkpasswd wuBjYYxi8aFaXIwRo8r/ef/iQtUNr/SRiQIodlyui+Zv5ay2UMDwftiXqDrhdnN77UZbUUnoZx8UnVcnLyzwsY2+1tiANohD0wLZ8qn5dINfippVUQ93RqeIASbqEB7HHpKMbU24xYdc6HlBuSZRUwo7VGioDF5/tpYnk24JL5yBT1mo0RdSw580FEbHxxO5nLeUZmrOm4vSFkl31JuN5Aj2xDqReMlXA8wF2bF8QNSIEGCbN -m sha-512 -S 3pyE/nrwl1m5
sha-512;wi0mN5od3ey/;1000;ErW8bu1CP9gniuo6pT/bH+atKJTz55gCTJ0xC6kBZs3BN4XlcGTVuumYYOKyz7Fv/hTsXwFNB+HNRQT4Vn2oHYG02buzc8hnPlpbYC11+nHiGRyNikJNntU/HngxCpCgQ7MILf7QkBwZzTpE3D9P9hLnaPbp5n6piNrGqrMty91hGZuJ9bud+/aZEP2JFwTaZCYoZrH1w/KuILmGtiFVN45EHYjci95HV4OglhX28scU6DFLg;$6$rounds=1000$wi0mN5od3ey/$sspLzaOfVB6ecv4m.exM7iHFT27SER/cdPDTp09winnEGKLVxBt8UqWMVGltniUxgcwAaVVAcMBhOqnDRSzM71;mkpasswd ErW8bu1CP9gniuo6pT/bH+atKJTz55gCTJ0xC6kBZs3BN4XlcGTVuumYYOKyz7Fv/hTsXwFNB+HNRQT4Vn2oHYG02buzc8hnPlpbYC11+nHiGRyNikJNntU/HngxCpCgQ7MILf7QkBwZzTpE3D9P9hLnaPbp5n6piNrGqrMty91hGZuJ9bud+/aZEP2JFwTaZCYoZrH1w/KuILmGtiFVN45EHYjci95HV4OglhX28scU6DFLg -m sha-512 -S wi0mN5od3ey/ -R 1000
sha-512;nA1SSUQZ2.Ih;5000;qRE+PY2y8+RqoDZogjSvO5i2GBcD2Pr4T3ijuPpZsNT9hBX0L1jdg0BaJEHXgq0CoDyFJZbMjTSHH0BB2adLtX1nYu9f3984PFRucUkBXZzynedI7eN44poDJO8AGIfZbz1OXaykHvvhqHPt8XrMXdLN471Z/ucwmrNQ5jilLswn7RNn+aATmkxY/2LtqlMULn46tLgwVvB4SaJf5BSSObNE8PCDcUeC9lSidJbgD1FZXXk5O;$6$rounds=5000$nA1SSUQZ2.Ih$I2VI5nEkPsJcg6uncbcEdr24xYCnaTIsh7DmMuyMiq.Q/S5NOoHeYh9Z3N3IlSQVpFXVPIF7ulJFb1smV31jK0;mkpasswd qRE+PY2y8+RqoDZogjSvO5i2GBcD2Pr4T3ijuPpZsNT9hBX0L1jdg0BaJEHXgq0CoDyFJZbMjTSHH0BB2adLtX1nYu9f3984PFRucUkBXZzynedI7eN44poDJO8AGIfZbz1OXaykHvvhqHPt8XrMXdLN471Z/ucwmrNQ5jilLswn7RNn+aATmkxY/2LtqlMULn46tLgwVvB4SaJf5BSSObNE8PCDcUeC9lSidJbgD1FZXXk5O -m sha-512 -S nA1SSUQZ2.Ih -R 5000
sha-512;rKkOy1ujKsww;6666;lsk+Ab0KPO67p2Ljzk6SNgamBPwdLzYkqIEyG09SWLTXrK7Krj3fulcJJ4J6aM69s7hOFib5A7IuLiD57NLBr3wFX+o/43CTkqF6bIGw9Bpz29VoCnbkTMWjW3d0qf+EZpa/EhvFjQDGkSEXF4O/kpsf182TzlkZMfsYZ/bbxq22WGNjE97xgDsPsGRJtzLM4iZSJmZPCPUZ9pcIkMkLerx6DvYmhCLNdYEt9vnKPPlIO6bN8;$6$rounds=6666$rKkOy1ujKsww$v0iQPCfb6JRDFjj0D1t0P5qgi5brLOK74/oeZBTUEvMq7SifKK3LxxSELO75QEwNgfkTbszpZ1fLG3QXcf9Dm.;mkpasswd lsk+Ab0KPO67p2Ljzk6SNgamBPwdLzYkqIEyG09SWLTXrK7Krj3fulcJJ4J6aM69s7hOFib5A7IuLiD57NLBr3wFX+o/43CTkqF6bIGw9Bpz29VoCnbkTMWjW3d0qf+EZpa/EhvFjQDGkSEXF4O/kpsf182TzlkZMfsYZ/bbxq22WGNjE97xgDsPsGRJtzLM4iZSJmZPCPUZ9pcIkMkLerx6DvYmhCLNdYEt9vnKPPlIO6bN8 -m sha-512 -S rKkOy1ujKsww -R 6666
sha-512;Xu02Ff4AGUxr;99999;LDJInsh/vsTwabU520MGhou2smog7cvM4bRt9g0xGLRNkGHmi60q2A8Eaex3Lvh+iPhLAgQKBG+XQxN9PikFFnfSKG7akvFfAhwTXnG6I4ovWdX85Xi7LnzbPp6USnXOtRc8wCTK5waitKOfoMkpvi2Sfdi6fDIMprNAPxPlSw1YU0guOwfF7t1vYEGYrTHzNxpEJrldlGtfWEnv5/Vif9CXy/8X6/mVbW8V0nxJjTBRKtX7x;$6$rounds=99999$Xu02Ff4AGUxr$kWVPhQSQ3QsgvojIO1Ccdxkv2gEN.tEVvViYjTSmNtu.rVRGafS1dG.jDdAqK0n4A5Veyc6YJus2wd/RtJ4lU/;mkpasswd LDJInsh/vsTwabU520MGhou2smog7cvM4bRt9g0xGLRNkGHmi60q2A8Eaex3Lvh+iPhLAgQKBG+XQxN9PikFFnfSKG7akvFfAhwTXnG6I4ovWdX85Xi7LnzbPp6USnXOtRc8wCTK5waitKOfoMkpvi2Sfdi6fDIMprNAPxPlSw1YU0guOwfF7t1vYEGYrTHzNxpEJrldlGtfWEnv5/Vif9CXy/8X6/mVbW8V0nxJjTBRKtX7x -m sha-512 -S Xu02Ff4AGUxr -R 99999
sha-512;AOqOcLzDzMmLF;;dSoPDvqxLt4esxB3P7Zsmz89W2JZglSk6rJiOs44Gf7HXnAnkRVwVmgX9YxbVGH6Ct71bYqoGp3EXC57CgF85SLqGy6NI/2dh2/wNwg/YCEXEQWlGGNveMyD8kYfCqhI3ssRwE8B91RsLUQ7Dk5n1GbjfEO5uGFeay0LvJy+qFJL/MpjZdqvQkBNfj3monXCnc650TUSS/dx+XpbQoST2DuE/KCprxYpX4GqTuwJkOFo83bd0;$6$AOqOcLzDzMmLF$8QW3KX6DUF0a2AIc2x7EfJbJk.noDy4xb/0AzJtRNMiznFQlpasuPTHZSyQONydUwKTkdKudpPaF4WZ7vZyCy1;mkpasswd dSoPDvqxLt4esxB3P7Zsmz89W2JZglSk6rJiOs44Gf7HXnAnkRVwVmgX9YxbVGH6Ct71bYqoGp3EXC57CgF85SLqGy6NI/2dh2/wNwg/YCEXEQWlGGNveMyD8kYfCqhI3ssRwE8B91RsLUQ7Dk5n1GbjfEO5uGFeay0LvJy+qFJL/MpjZdqvQkBNfj3monXCnc650TUSS/dx+XpbQoST2DuE/KCprxYpX4GqTuwJkOFo83bd0 -m sha-512 -S AOqOcLzDzMmLF
sha-512;1CJD31EhC8Sc3;1000;HT+LSgMZec+sUmL/Ir3Bl3vn4XNIe+H7UtqwJ5xxOrOxmqSqIeg0PHEbSLstjQN6yjGsdRsCgbpmOc5aONwh2BQEaqZEOCU5HKa5gF0soSV4NtCqvdLJzW19PxXwOykY3c3ueRQu1LXar1KkWa3BqRYzK+MivKcwGTbLGgHsUVbhhnpFU1+Mn6elwHSB/vMbf1CaTxQIp2s9S+V8LuAWTcdpRod7JTJqhctr+rA8axZLocwM8;$6$rounds=1000$1CJD31EhC8Sc3$f314wQ1JUqqXNNflLD1oJQqXrMUykowl.0PKwgD7q/gF9zLD9tVd4VSVv/bc.XKugDoMZrXa01xhwYpyhQi/B1;mkpasswd HT+LSgMZec+sUmL/Ir3Bl3vn4XNIe+H7UtqwJ5xxOrOxmqSqIeg0PHEbSLstjQN6yjGsdRsCgbpmOc5aONwh2BQEaqZEOCU5HKa5gF0soSV4NtCqvdLJzW19PxXwOykY3c3ueRQu1LXar1KkWa3BqRYzK+MivKcwGTbLGgHsUVbhhnpFU1+Mn6elwHSB/vMbf1CaTxQIp2s9S+V8LuAWTcdpRod7JTJqhctr+rA8axZLocwM8 -m sha-512 -S 1CJD31EhC8Sc3 -R 1000
sha-512;DqdzFNm46nNnJ;5000;Zwse2ow3fUwnHuwmQyKMD55QvYv6gZ/HaQRhml9lIWT174qqutSC8+iV503qRmym/CQgvknCuagyEMlQTZ33XYJD5qn2WyGFS8egbr2+6zDFEgBS4W/DeqEQ7VrsnSoc2lo8K6eJ0hyObvb37tyeqj69wD2WJKyY4fvaMiC5nvS5fSpE86boRmEKyQQ+X67XHTJfpL5qC+ouLqvuJ5QaVLNYiyIJFrKFbr994ByLcRcen1oYn;$6$rounds=5000$DqdzFNm46nNnJ$rntdydZCkL5fgCV6tVJurvX4Uxp1CSidKTFJzCyFeaQb8QBtKDdL5p9PKCSWEyYBgg1io2Z/yB.MV.MsQaEeK0;mkpasswd Zwse2ow3fUwnHuwmQyKMD55QvYv6gZ/HaQRhml9lIWT174qqutSC8+iV503qRmym/CQgvknCuagyEMlQTZ33XYJD5qn2WyGFS8egbr2+6zDFEgBS4W/DeqEQ7VrsnSoc2lo8K6eJ0hyObvb37tyeqj69wD2WJKyY4fvaMiC5nvS5fSpE86boRmEKyQQ+X67XHTJfpL5qC+ouLqvuJ5QaVLNYiyIJFrKFbr994ByLcRcen1oYn -m sha-512 -S DqdzFNm46nNnJ -R 5000
sha-512;bpvogcXP2ljSU;6666;SH07ThszkjE8hG/wwlwcktQPq3XbhCxk7levSAT5doZiXuNmdtTiV8tVWBYeTriMzXwDtd0uljl8gc1Jj1YNEeAp71zuhja7AuIKp9mjAKymFOUSx+r3ziP6dYVqlEFnDbZx0z9Su5ku1/0bBjGck8iA2+GwKEE8s7df8Lmfqk59ImDzabJEUQzkXLA88aaOQ1Z4I9YoeAcgOiI+n1pGF7BHXHa9aK8LAVgoi2CA35sOPKgog;$6$rounds=6666$bpvogcXP2ljSU$dHS0Ue9FtHwjCaU35Dx5kwW0H.5WOP.a8/Hc37ha2F423wGjIrvo922MwoZ1n9Aa.Y28GY7EvcXv6/CdXQz1B1;mkpasswd SH07ThszkjE8hG/wwlwcktQPq3XbhCxk7levSAT5doZiXuNmdtTiV8tVWBYeTriMzXwDtd0uljl8gc1Jj1YNEeAp71zuhja7AuIKp9mjAKymFOUSx+r3ziP6dYVqlEFnDbZx0z9Su5ku1/0bBjGck8iA2+GwKEE8s7df8Lmfqk59ImDzabJEUQzkXLA88aaOQ1Z4I9YoeAcgOiI+n1pGF7BHXHa9aK8LAVgoi2CA35sOPKgog -m sha-512 -S bpvogcXP2ljSU -R 6666
sha-512;X7SMVbGMm3ilR;99999;jHscQeRAObVueNS/VWCVWdD/KriViYPZ5H3URzu1hfZS2drorxOON/hGXruXyB5Ama/UVAQXUd+Ys1RGF7wibFTFYoFU27neuIJJBY1ZOMnzldCMWxjDz69jzZucJ2pXpe/WLJ3YiL0ZH2L5q0WaJQRufZEzizvT0PuiJzwDd4MqqZDZqtIt2+FMNtN5T7r0wDil3yC8BjYXp4Y9FGEaKa3Hllu90zkMFaTyG8mxfLtQGfZ9y;$6$rounds=99999$X7SMVbGMm3ilR$m/gW5EEIfya7fyFfbSDJHi6jo1ecSeQF2ncXUcxCFoST5DgrsALgMskdb0WcvJM16lfBzWyK.F0dhvdGfg1LW1;mkpasswd jHscQeRAObVueNS/VWCVWdD/KriViYPZ5H3URzu1hfZS2drorxOON/hGXruXyB5Ama/UVAQXUd+Ys1RGF7wibFTFYoFU27neuIJJBY1ZOMnzldCMWxjDz69jzZucJ2pXpe/WLJ3YiL0ZH2L5q0WaJQRufZEzizvT0PuiJzwDd4MqqZDZqtIt2+FMNtN5T7r0wDil3yC8BjYXp4Y9FGEaKa3Hllu90zkMFaTyG8mxfLtQGfZ9y -m sha-512 -S X7SMVbGMm3ilR -R 99999
sha-512;jnu.BlCFl3ds/1;;+qvv69khgeJwydh4y+bg7pAAIJPBldghXdjUxD/cvNg/ZBrACGnqTdzP2iCB3VqY0BLbH7zdk8U0cbuMxli+VeXtLcAllnE5bhUeT4ibxO8+fUCCTtxzYjyMvwWDUKrQziKi8ls803uG4+NTAW3FNbfYHpNx6e/aVOchaU1G18IXGzFKNgBrpUNuXiVaPYEG3VtwV3IsT2FnTrnEjfIjL95M6ZxVqq90YTsuoVGrm6ldIXHa5;$6$jnu.BlCFl3ds/1$Fvc39lInd3UgDXTZLhsH9/BafGVnRq6HuhFPu4ycz.UyO8e9cf4Uu7RcrgmCFw6l5Sk3NSf6kE8cHYBhi5hH2/;mkpasswd +qvv69khgeJwydh4y+bg7pAAIJPBldghXdjUxD/cvNg/ZBrACGnqTdzP2iCB3VqY0BLbH7zdk8U0cbuMxli+VeXtLcAllnE5bhUeT4ibxO8+fUCCTtxzYjyMvwWDUKrQziKi8ls803uG4+NTAW3FNbfYHpNx6e/aVOchaU1G18IXGzFKNgBrpUNuXiVaPYEG3VtwV3IsT2FnTrnEjfIjL95M6ZxVqq90YTsuoVGrm6ldIXHa5 -m sha-512 -S jnu.BlCFl3ds/1
sha-512;f0GYqh0moe0z1Z;1000;2jquUPg/X6SFBOTCkWATa9zllkQZKn5N9TvwEwWCRN3ZyVx3EpUF2kDuwW2k96IvbuKviWv4m3bVTJPPfdu/E3xZLpTmSQFj/PjGrEbrDfwpH5ZVNR+siAENU+2cL/OIsUf3SpRnHe1N1/cg/SrDaSipyuJtd0fyhkJq6AWIie2nWS9unD2kHM63873iOO/PaiPLOAJHKS7046+2MOC1Tm0c9V0dFr4GFk3cSt7bWthfPB9IF;$6$rounds=1000$f0GYqh0moe0z1Z$QlVLNenJedPpwSU/rArxsNgS1aQRX1l0EVFgv5N8tU7LvUGjGlHxJfAQc3wHxUIuY7MIDyp4S98TMwLJjazPG1;mkpasswd 2jquUPg/X6SFBOTCkWATa9zllkQZKn5N9TvwEwWCRN3ZyVx3EpUF2kDuwW2k96IvbuKviWv4m3bVTJPPfdu/E3xZLpTmSQFj/PjGrEbrDfwpH5ZVNR+siAENU+2cL/OIsUf3SpRnHe1N1/cg/SrDaSipyuJtd0fyhkJq6AWIie2nWS9unD2kHM63873iOO/PaiPLOAJHKS7046+2MOC1Tm0c9V0dFr4GFk3cSt7bWthfPB9IF -m sha-512 -S f0GYqh0moe0z1Z -R 1000
sha-512;XQQG3gS5AZvJ/Q;5000;tt6k6AZi+PrhKkj374GaifmnR8NDyWip8LxkyF52WvVfWYaQYwKmRWHtoXjldZUTsyT9uhx6c7ji0bfihIU9r2+LMfY0kAU1gPSvN4xZLEVR1/MyH3k5sU8g70UCG0+cDWW9ActLW/CE20ZuFtXZLvBVFr7oQeeSZeyAkNbngDh8UbJZMXTYE5djG2BNILTRBDd0K+EYxRersbk47Wu2gbNoq1WrM8rzPBi67WYxeTKXNxmtT;$6$rounds=5000$XQQG3gS5AZvJ/Q$4eOUS7K6Q9IKKx3.Tg1rc3lvIYLqF/wK8phPJ1uZCo07IsIdw11Q396E9KBv0Q7ABLkhPIJzfbZ8YR26ZRLg/1;mkpasswd tt6k6AZi+PrhKkj374GaifmnR8NDyWip8LxkyF52WvVfWYaQYwKmRWHtoXjldZUTsyT9uhx6c7ji0bfihIU9r2+LMfY0kAU1gPSvN4xZLEVR1/MyH3k5sU8g70UCG0+cDWW9ActLW/CE20ZuFtXZLvBVFr7oQeeSZeyAkNbngDh8UbJZMXTYE5djG2BNILTRBDd0K+EYxRersbk47Wu2gbNoq1WrM8rzPBi67WYxeTKXNxmtT -m sha-512 -S XQQG3gS5AZvJ/Q -R 5000
sha-512;xl9gCqmFAyH9TO;6666;rs8HUphVONYRofHM3kqhmf+MxjmDKKg+pkVGI0Al49ThaW/y/8/X5/kfJRhu54Zx+SmPrZ959JE4STfIkrncnzhut/O9EziW/IkREd+7kP2+Sg6Jz2wzy85da65FpZIygW7JCFZFwBJkfMh9iLV/K2cPUZS3nWDfbxOu72QEswVPsVTr9BGZJSoOmk4v/b/odFsnpto/vzh2p4ov84P1ViXcx9q22P94yieKWw1V+79krSHAw;$6$rounds=6666$xl9gCqmFAyH9TO$TEdEk1r3rBuABlY7C8TYXT9Pqumm0rUIKAeAaQK0cGhgPzFDZ4v653VtOI.zGfLYI.Ns2jZKe4YmpFAoLM27U0;mkpasswd rs8HUphVONYRofHM3kqhmf+MxjmDKKg+pkVGI0Al49ThaW/y/8/X5/kfJRhu54Zx+SmPrZ959JE4STfIkrncnzhut/O9EziW/IkREd+7kP2+Sg6Jz2wzy85da65FpZIygW7JCFZFwBJkfMh9iLV/K2cPUZS3nWDfbxOu72QEswVPsVTr9BGZJSoOmk4v/b/odFsnpto/vzh2p4ov84P1ViXcx9q22P94yieKWw1V+79krSHAw -m sha-512 -S xl9gCqmFAyH9TO -R 6666
sha-512;IYofMrrCU7./J5;99999;U52cDS6d48+PIGJXK7wJRTPSfkd1avhb1+vqZ+RRQFNaENy4LVWAvyQ58zX7zMe0u5zNR5cQDStmKtulm1Txaoj8npHvE06FeS73h6Y5i8X0GZkTlPo7xru0YwdIlIa6CLnsAX7WLhBQIO/EsYuSUb9oovZnE+6He0qEutPuI3yPDU0G8kyq5VMpvLMwArOqS0f6/P1PuT3irimixtDqDf5ykdqS+aJd7EMPJvxx/kJWOBY2P;$6$rounds=99999$IYofMrrCU7./J5$WZTKYnuQi2KgIM1D3Jb65X5W19HQ1z5.pb2W7UAYBk1jn95qRTeeR5SjdFa7PKEcuZsqj.SizHm4FwEp3EgtY1;mkpasswd U52cDS6d48+PIGJXK7wJRTPSfkd1avhb1+vqZ+RRQFNaENy4LVWAvyQ58zX7zMe0u5zNR5cQDStmKtulm1Txaoj8npHvE06FeS73h6Y5i8X0GZkTlPo7xru0YwdIlIa6CLnsAX7WLhBQIO/EsYuSUb9oovZnE+6He0qEutPuI3yPDU0G8kyq5VMpvLMwArOqS0f6/P1PuT3irimixtDqDf5ykdqS+aJd7EMPJvxx/kJWOBY2P -m sha-512 -S IYofMrrCU7./J5 -R 99999
